id,first name,last NAME,gender,country,city,marital STATUS,phone NUMBER,HIRE date,birth DATE,job TITle,salary,department ID,manager_id,DIVISION name
951,Kathryne,Bartosik,Male,Philippines,Aurora,married,633-565-0106,2009-05-17,1964-03-20,"Staff Scientist",11582,70,9,Marketing
952,Bili,Roscoe,Male,"United States",Birmingham,divorced,205-345-1315,2010-07-20,1961-03-08,"Compensation Analyst",24775,90,9,Marketing
953,Dory,Zanni,Female,China,Sanjiang,married,434-734-8532,2006-10-11,1988-05-03,Teacher,16708,90,9,Marketing
954,Ariadne,Maciak,Male,Indonesia,Balung,widowed,869-868-9317,2011-07-26,1962-02-13,Teacher,7811,50,9,Marketing
955,Tracey,Corten,Female,Philippines,Topdac,divorced,280-808-4753,2015-10-20,1979-12-30,"Internal Auditor",18085,20,9,Marketing
956,Cathy,Melsome,Female,Philippines,Sillon,widowed,764-329-3326,2012-03-12,1968-01-07,"General Manager",12774,60,9,Marketing
957,Mendy,Seeking,Male,Russia,Koltushi,single,561-721-1692,2000-08-10,1968-11-17,"Mechanical Systems Engineer",17669,70,9,Marketing
958,Taylor,Joiner,Male,China,Dasha,single,698-701-0855,2000-08-22,1988-12-10,"Senior Developer",13932,20,9,Marketing
959,Nerita,Reddle,Male,China,Ala,single,686-344-3079,2000-10-24,1987-03-13,Nurse,8856,20,9,Marketing
960,Tobias,Duhig,Male,Canada,Alberton,widowed,870-905-6449,2000-09-16,1964-09-09,"VP Quality Control",22002,80,9,Marketing
961,Olympie,Corah,Male,Bulgaria,Brusartsi,widowed,542-723-9471,2007-07-08,1984-07-22,"Sales Associate",11910,20,9,Marketing
962,Garold,Bergin,Female,Bolivia,Limoncito,married,841-170-6472,2015-05-28,1980-08-04,Editor,19122,40,9,Marketing
963,Alexine,Baudic,Male,Norway,Oslo,widowed,918-684-4379,2003-11-25,1972-02-25,"Accountant II",5205,100,9,Marketing
964,Karina,Ardron,Male,China,Jiangtun,single,957-841-3354,2008-12-08,1960-11-05,"Human Resources Manager",8602,40,9,Marketing
965,Wendel,Vauls,Female,China,Taiping,single,977-258-7013,2020-10-05,1986-05-01,"Safety Technician II",11783,10,9,Marketing
966,Amandy,Sedwick,Male,Finland,Tuusula,widowed,736-819-3319,2008-07-01,1968-07-31,"Geological Engineer",5649,80,9,Marketing
967,Riordan,Blazi,Male,Russia,Koz’modem’yansk,separated,633-765-4386,2003-07-13,1965-12-10,"Programmer I",13984,90,9,Marketing
968,Missy,Pickworth,Male,Indonesia,Karangharjo,married,164-802-8046,2013-07-31,1973-08-02,"Research Nurse",20820,30,9,Marketing
969,Nicky,Towlson,Female,China,Kuanghe,separated,463-671-7880,2001-12-05,1961-12-30,"VP Product Management",15523,90,9,Marketing
970,Pincas,Daintier,Female,Argentina,Unquillo,widowed,626-638-0082,2014-12-19,1972-04-09,"Financial Advisor",19126,50,9,Marketing
971,Corinna,Bratten,Female,Ukraine,"Mala Danylivka",widowed,824-530-1275,2006-01-04,1971-02-21,"Desktop Support Technician",19661,40,9,Marketing
972,Sabine,Rachuig,Male,China,Huazhuang,single,552-613-6713,2009-05-19,1965-03-24,"Senior Sales Associate",5318,30,9,Marketing
973,Mattie,Souley,Male,Poland,Repki,divorced,542-591-8461,2005-03-31,1965-03-18,Pharmacist,23273,90,9,Marketing
974,Evonne,Westmoreland,Female,Russia,Ramon’,widowed,393-348-7361,2014-09-03,1965-08-09,"Nurse Practicioner",14245,40,9,Marketing
975,Starlene,Bayne,Male,France,Reims,separated,581-947-0256,2010-02-25,1965-09-11,"Administrative Officer",7774,30,9,Marketing
976,Jeri,Crafter,Female,"United States","Saint Paul",widowed,612-486-7923,2009-10-19,1973-08-25,Operator,20578,90,9,Marketing
977,Lexine,Blurton,Female,"United States",Washington,divorced,202-731-8221,2002-09-21,1983-08-14,"Programmer III",9384,40,9,Marketing
978,Orbadiah,Trout,Female,Argentina,Rafaela,separated,625-721-1642,2020-10-18,1988-07-17,"Biostatistician IV",13826,30,9,Marketing
979,Bo,Gindghill,Female,Indonesia,Bobojong,single,465-370-9511,2014-09-12,1967-12-13,"Analyst Programmer",8518,70,9,Marketing
980,Warner,Rumbellow,Female,Philippines,Lalagsan,separated,753-679-9093,2016-12-04,1976-05-06,"Web Developer II",6398,50,9,Marketing
981,Coralyn,Coverdale,Male,Sweden,Säter,separated,667-857-3393,2017-04-14,1976-08-08,"Research Assistant III",22947,100,9,Marketing
982,Melesa,Frankling,Male,Russia,Protvino,married,671-931-2875,2004-02-17,1967-01-09,"Nurse Practicioner",15914,50,9,Marketing
983,Avril,Whiteman,Male,Denmark,København,single,399-669-2001,2003-08-21,1981-07-27,"Geologist IV",19694,80,9,Marketing
984,Adela,Blaylock,Female,Mongolia,Bayanhongor,widowed,914-927-2749,2001-04-19,1966-06-30,"Staff Scientist",6388,60,9,Marketing
985,Caitlin,Crowdace,Male,Philippines,Compostela,widowed,537-496-7134,2020-02-22,1971-09-01,"Analyst Programmer",14924,10,9,Marketing
986,Caressa,Macbeth,Male,Philippines,Tubo,widowed,547-661-8152,2010-09-22,1961-08-15,"Help Desk Technician",23772,50,9,Marketing
987,Marcel,Flaunier,Female,China,Lijia,divorced,359-153-9120,2008-02-26,1970-04-25,"Senior Quality Engineer",23302,60,9,Marketing
988,Muffin,Cecchi,Male,Martinique,"Le Lamentin",divorced,664-368-1418,2016-02-17,1975-02-18,"Senior Financial Analyst",14729,40,9,Marketing
989,Mel,Smither,Male,China,Balidian,married,818-695-7763,2009-04-04,1966-12-14,"Administrative Officer",16583,100,9,Marketing
990,Jay,Flemming,Female,China,Zhoujiaba,divorced,394-640-7719,2001-03-09,1988-06-30,"Associate Professor",17840,30,9,Marketing
991,Eberhard,Belchem,Female,China,Zhoushan,widowed,717-946-3724,2001-01-12,1964-07-27,"Sales Representative",17571,60,9,Marketing
992,Colline,McCollum,Male,Spain,Vitoria-Gasteiz,widowed,439-954-3311,2010-11-16,1989-03-25,"Human Resources Assistant III",19996,90,9,Marketing
993,Burnaby,Yakunikov,Male,Macedonia,Butel,separated,672-915-1463,2017-04-26,1975-02-14,"Director of Sales",16863,40,9,Marketing
994,Garreth,Dockrey,Female,Sweden,Gränna,single,670-257-5888,2008-04-02,1961-04-14,"Assistant Media Planner",24084,50,9,Marketing
995,Kissee,Heller,Male,Nepal,"Dharān Bāzār",single,386-785-6311,2019-05-17,1987-01-17,Editor,22246,100,9,Marketing
996,Laney,Pepon,Female,China,Xinyan,divorced,736-533-3034,2014-06-22,1968-09-30,"Web Designer IV",11759,30,9,Marketing
997,Elbertine,Coe,Female,China,Yongning,divorced,520-273-4178,2014-08-01,1975-12-26,"Registered Nurse",12052,20,9,Marketing
998,Daffy,Clitherow,Male,Indonesia,Kolirerek,widowed,864-978-4996,2011-02-25,1978-04-22,"Marketing Manager",13924,50,9,Marketing
999,Brunhilda,Wrangle,Male,Niger,Tessaoua,divorced,195-321-2412,2002-12-10,1972-12-02,"Recruiting Manager",7838,100,9,Marketing
1000,Anette,Bourdice,Male,Russia,Kukushtan,single,540-645-7143,2001-11-15,1974-08-13,"Senior Editor",14234,80,9,Marketing
